Entity,Year,nox,so2,co,oc,nmvoc,bc,nh3,nox_per_capita,so2_per_capita,co_per_capita,oc_per_capita,nmvoc_per_capita,bc_per_capita,nh3_per_capita
Upper-middle-income countries,1910,702043.167454502,1957223.11738502,56455179.8848928,1924416.78087805,5990908.42239868,447415.074450752,4365699.63340882,1.09889281734751,3.06359854400305,88.3680584806643,3.01224750289583,9.37743794107541,0.700329031716979,6.83353416463599
Upper-middle-income countries,1911,785156.753487696,2218907.38209832,57320155.1548863,1941131.52351619,6125368.60600563,456450.672281129,4423664.56956714,1.21715498699686,3.43976431942826,88.8580686497231,3.00915441887179,9.49558532468327,0.707592731791678,6.85759291725218
Upper-middle-income countries,1912,796611.599460618,2014380.11063798,57832428.6818044,1954813.37834635,6196388.89278174,454527.162372372,4482072.26720067,1.22223585495461,3.09064994584087,88.731908952703,2.99925710644636,9.50707808062081,0.697377988568634,6.87681353520282
Upper-middle-income countries,1913,851099.118091008,2153999.42144734,58483930.2187259,1973731.25140535,6288234.51161787,460560.731207153,4540709.07648391,1.29168138130345,3.26904456705643,88.7588791519585,2.99545829028157,9.54341893591064,0.698975840550886,6.89126477438398
Upper-middle-income countries,1914,833422.026724162,2016449.81710563,59187594.012877,1995089.63817705,6378354.59062303,465551.400353463,4602518.01276649,1.25111063792094,3.02704000628671,88.8508176265958,2.99497468256294,9.57501364839919,0.698873188857997,6.90917573852501
Upper-middle-income countries,1915,828438.123937887,1869066.50730789,59453316.4689772,2002103.99336475,6454983.8105588,478555.239666138,4661053.88226636,1.23008454832232,2.77523421966343,88.2776924695088,2.9727714300085,9.58451285087697,0.710570154634911,6.92084320337662
Upper-middle-income countries,1916,859556.123856774,1959016.14038682,59629910.9579303,1999335.16644239,6512887.61004736,481304.301486265,4718675.14923294,1.26235632335394,2.87703890849342,87.573333572478,2.93625200241491,9.56491918287669,0.706850328414245,6.92991329729602
Upper-middle-income countries,1917,856147.418096265,2005779.61415307,59666812.1810811,1994950.51303362,6540168.24227803,481811.485233327,4776431.74286705,1.24359174196447,2.91348301897346,86.6686663176907,2.89775327379128,9.49988173209763,0.699852352007481,6.93797697211364
Upper-middle-income countries,1918,735199.082373221,1725666.74461167,59338260.4041153,1981309.8060591,6453686.41343883,475327.005933434,4834137.71078205,1.05626270544424,2.4792705378179,85.2514549779977,2.84655368354881,9.27203043989539,0.682903721312165,6.94522000816181
Upper-middle-income countries,1919,774130.260279075,1793332.38773744,59647325.0844343,1980103.81490229,6544964.10977557,478468.309991415,4892976.88370516,1.10092494129431,2.55037744291158,84.8271037012173,2.81599336446565,9.30788343776981,0.680450982369026,6.95851921161894
Upper-middle-income countries,1920,823694.825143376,2109209.3291034,60055713.5846666,1981593.71929359,6662955.34560028,482090.292679269,4952707.28566254,1.16041832973565,2.97144657466433,84.6062749476069,2.7916621590491,9.38674770950379,0.679167083652945,6.97735634687001
Upper-middle-income countries,1921,851949.795980059,2198275.78731795,60117019.3788985,1981893.10742764,6729614.81360632,483688.020271914,5002762.12490032,1.18988883217737,3.07025580816827,83.9633630059772,2.76804159848951,9.39902039926421,0.675550339110597,6.9871849380643
Upper-middle-income countries,1922,915227.666196288,2305399.62043776,60458973.1356303,1986833.71014965,6816372.36288628,488672.148626771,5057587.73181636,1.26819134444679,3.19449242206698,83.7753809862468,2.75306943521362,9.4451520101718,0.677131835116286,7.00808030850566
Upper-middle-income countries,1923,994806.069446204,2450059.32689339,61266411.2367624,2010797.97064408,6925444.84726424,497258.821493729,5112065.67938164,1.36860673266759,3.37067474074418,84.2874058374939,2.76635992197939,9.52769663936642,0.684104964652581,7.0329360882724
Upper-middle-income countries,1924,1073523.42202048,2624087.57038894,62092627.6840109,2035165.99506442,7043049.37673357,505076.991214183,5163882.32967199,1.46628653229426,3.584145613498,84.8100580390408,2.77975908893516,9.61984455630337,0.689866261692922,7.05315874720233
Upper-middle-income countries,1925,1130331.56034859,2579431.44362632,62761280.6372554,2057839.8312777,7148365.17257035,510081.410189515,5338961.93162293,1.53271895634757,3.49768475811272,85.1037057902767,2.79041144135947,9.69311588850478,0.691665590967716,7.23958212517117
Upper-middle-income countries,1926,1241590.15381149,2675258.4278062,63521047.9141105,2081310.11175412,7289465.08819343,518165.189996938,5475007.92869157,1.67134595258465,3.60125467466516,85.5078030453706,2.8017210193517,9.81259229082851,0.697519459551971,7.37009093854079
Upper-middle-income countries,1927,1353152.07198385,2843509.63789069,64339026.0398021,2105338.87462916,7423326.96442554,528731.935424556,5562566.29753625,1.80820632432252,3.79975925615503,85.9757274844644,2.81334755107402,9.91973263205289,0.7065402694202,7.43321298981718
Upper-middle-income countries,1928,1439167.57188403,2974953.79302259,64984190.857607,2126745.75099936,7537903.97358613,536454.934064644,5632194.90031828,1.90900772537207,3.9461768625528,86.1993591280148,2.82105721937928,9.99877790454291,0.711589555969991,7.47091845700311
Upper-middle-income countries,1929,1549073.13063121,3190468.51040974,65722541.3013355,2147231.17247239,7690152.82477951,544986.598863337,5679674.8033772,2.03903465635216,4.19959247506598,86.5101438834933,2.82638610746986,10.1224970030824,0.717362234458893,7.47611815859027
Upper-middle-income countries,1930,1718118.69610874,3537330.2210176,66663425.5230256,2170385.02361284,7964829.07044796,557675.863957634,5705274.13094091,2.24346663961941,4.61893719109396,87.0470541892033,2.8340221235197,10.4002292450986,0.728196020067462,7.44977178331074
Upper-middle-income countries,1931,1824568.72918925,3633356.50969207,67432332.9346938,2196895.66658287,8149972.06805396,569667.376012903,5771698.67034201,2.36275309433921,4.70507040857105,87.3225276478108,2.84490353863818,10.5539305889174,0.737699454060397,7.47414919195931
Upper-middle-income countries,1932,1881651.93745514,3690643.54005568,68059875.7650472,2224268.7355332,8219452.55382918,578189.695503285,5811439.94207757,2.41574442809232,4.73820444179624,87.3781502217853,2.85561038015958,10.55248120741,0.742304412144107,7.46097265908498
Upper-middle-income countries,1933,1998809.75162622,3883662.8289123,69025061.0452932,2252063.36790806,8366248.37905738,590342.55865222,5842121.30603499,2.54335628188756,4.94171005750346,87.8299310248948,2.8656051479225,10.6455105861852,0.751172768589968,7.43372194935727
Upper-middle-income countries,1934,2217275.19669314,4481519.19086343,70418232.7516343,2285621.14392148,8642132.54460791,608456.172987214,5867183.35663093,2.79619434750644,5.65162080395931,88.8040711749154,2.88238507006531,10.8985489070883,0.767320950574681,7.39907475718978
Upper-middle-income countries,1935,2383587.16994498,5745269.14900019,71578978.4613784,2316256.39637447,8865213.61394321,624439.917308674,5891992.73569862,2.97905632634322,7.18055568543298,89.4608811908803,2.89490493910135,11.0799265216766,0.780437866731168,7.36393384532961
Upper-middle-income countries,1936,2567283.90448628,5414093.59464,72645108.2761946,2346839.65295761,9064224.66494501,641181.248352764,5974868.53423728,3.17986983702343,6.70596379556335,89.9791363982382,2.9068248399523,11.2270616263728,0.794175084469269,7.40054662400237
Upper-middle-income countries,1937,2600727.37192556,5565626.96034927,73109018.7586995,2366425.12840556,9164954.61560318,647110.940548657,6045405.31006481,3.19231566156738,6.83164191055131,89.7391507101421,2.90471661154642,11.2497097822608,0.794309473797549,7.42055559539628
Upper-middle-income countries,1938,2655534.42668878,5806360.90471247,73615639.2579161,2389181.83200097,9279474.65965799,654991.75260557,6103900.34742157,3.23017615980845,7.06282260216549,89.5456223538723,2.90618646010176,11.2874973564358,0.796728041961712,7.42474779687669
Upper-middle-income countries,1939,2765745.10023497,6169115.2533816,74665543.6002849,2413370.35381478,9482796.87118554,668438.885601632,6151516.56522597,3.33342146168634,7.43534217361236,89.9908402493498,2.90872088382993,11.4291655454931,0.805637702079227,7.41413130902816
Upper-middle-income countries,1940,2977188.61949475,7016793.91081069,75609688.8122948,2463222.30195328,9591082.00256726,693612.910511755,6186620.58206262,3.55483361906688,8.37821786932891,90.2797565317659,2.9411456811577,11.4519787301012,0.828190218369319,7.38697128207468
Upper-middle-income countries,1941,2883102.66424407,6764714.10177621,75534441.8072947,2445597.97287198,9602376.15158761,692828.417047345,6211396.70658191,3.41001434317588,8.00102348092738,89.339007299691,2.89255192628455,11.3572925486055,0.819448737913999,7.34658259772837
Upper-middle-income countries,1942,2675147.18358764,6195841.83893648,75187417.185547,2413930.79230241,9590299.49384456,677142.105182448,6216995.7319276,3.133663461224,7.25779998248909,88.0744294832309,2.82767496613658,11.2340626678162,0.793203262267164,7.28257962150694
Upper-middle-income countries,1943,2810135.64130773,6547990.92829137,75328307.2182517,2435836.29781432,9576200.6611013,681287.396393606,6236821.67523296,3.25964105557038,7.59539850945708,87.3777191555655,2.82546930628202,11.1079964868812,0.790265186947985,7.23445505263933
Upper-middle-income countries,1944,2839678.3459987,6166432.15952067,75878949.3792148,2423089.09141325,9869160.74827477,680591.16798183,6270183.29027411,3.26152536402215,7.0824834517394,87.1511093305266,2.78304989791027,11.3352690622393,0.781696053720308,7.20164728061993
Upper-middle-income countries,1945,2726521.65057798,6188927.20972332,74694069.0946634,2430285.82472426,9513843.18370548,661493.355763487,6305548.94924348,3.10056310347831,7.03796331582891,84.9410730461205,2.76368777685996,10.8190122537346,0.752241190397862,7.17058396182416
Upper-middle-income countries,1946,2796804.59752599,6122553.74496327,74911306.090083,2441040.12420345,9643163.27589688,665024.609968904,6393147.27809893,3.14879418676939,6.89310281360991,84.3392081622049,2.74825526229536,10.8567958205132,0.748720746447932,7.19775167784185
Upper-middle-income countries,1947,3033452.11391533,6838617.03592852,75976058.8732576,2468898.6657347,9899249.91334092,683171.323020906,6505525.32040081,3.38095928018629,7.6220374883122,84.6797482449692,2.75173153960928,11.0332913144933,0.761434279423455,7.25078734673242
Upper-middle-income countries,1948,3072454.34316536,6891026.20403518,76290995.1317117,2479509.09124835,9981095.34684545,688521.779134131,6620070.13093367,3.38983533768388,7.60286127320553,84.1717670499575,2.73563952425175,11.0121309990473,0.759645285817103,7.30391574986431
Upper-middle-income countries,1949,3365401.71007554,7804669.5280807,77584140.1204152,2511605.37955789,10239354.9920449,714472.182813435,6785469.47239791,3.66775683954514,8.50585829213388,84.5544707827746,2.73725355922074,11.1592812804985,0.778661943188918,7.39509105032029
Upper-middle-income countries,1950,3765979.63804689,8501552.97788104,80230974.9754073,2547805.73719301,10865433.3049031,745469.299738688,6940615.4393498,4.04481358266538,9.13100979391285,86.1712936661855,2.73644582346591,11.6699123301712,0.800664007468421,7.45450010337777
Upper-middle-income countries,1951,4090947.74492357,9384548.87917448,82585450.6791246,2605984.03410517,11325291.615349,780218.448708939,7200038.68919138,4.28553579767979,9.83092981734708,86.5136705038796,2.72993901723581,11.863984989045,0.817329944167942,7.54251226638084
Upper-middle-income countries,1952,4393205.37293079,10748921.5046773,84814311.2972956,2660619.93602391,11855314.0351432,815205.886339324,7423763.82522807,4.50236280900165,11.0159986413865,86.9216821068583,2.72672803385264,12.1498815716086,0.835461207197067,7.60822117615244
Upper-middle-income countries,1953,4556720.29669904,10769684.4989147,86395049.1517675,2706764.56382858,12284052.7927367,841629.831786862,7638582.76728821,4.57771348474297,10.8193013279361,86.7930783031774,2.71923485249656,12.3406464419906,0.845507290171761,7.6737743511427
Upper-middle-income countries,1954,4877256.39554941,11629320.11365,88627482.2720916,2766565.67381988,12748679.1226205,879775.395497189,7812865.10041686,4.80858757230102,11.465586312796,87.3796608697463,2.72761410067028,12.5691854232283,0.867388689482142,7.70286468027622
Upper-middle-income countries,1955,5407266.66415235,12877259.2074812,91882999.5123117,2831691.61441474,13473053.2683323,926500.737251444,7943192.30353131,5.2349821301485,12.466968252808,88.9554539080233,2.74146919696559,13.0437793212322,0.896980878571309,7.69010894931294
Upper-middle-income countries,1956,5836876.23246079,13926867.2420039,94980896.1475686,2903743.56446815,14095367.8877764,1019515.89524209,8091469.71000831,5.54995928786135,13.2422794526148,90.3120240604029,2.76100741618662,13.4024972963332,0.969400666824765,7.69372617835633
Upper-middle-income countries,1957,6382364.67088233,15819066.5666359,99447120.9919292,2980982.47888585,14834732.6836842,1120069.54904983,8282792.18296161,5.9599295489569,14.7720362481851,92.8649278945937,2.7836775986632,13.8528533281291,1.04593453155757,7.7345718122806
Upper-middle-income countries,1958,7434537.22916991,19122592.9689753,107812287.611557,3106581.31143365,15947811.7154172,1286514.55718425,8522507.131024,6.81718811445587,17.5346910624363,98.8597706948152,2.84861700736426,14.6235372998544,1.17968495926009,7.814815169803
Upper-middle-income countries,1959,8187574.68543567,21363368.5778308,114262758.978633,3207560.89662356,16828465.7152347,1426276.77673173,8757762.44916457,7.37136628769109,19.2336828641413,102.872056968461,2.88780342989067,15.1508584181233,1.28409314758606,7.88471279391371
Upper-middle-income countries,1960,8565997.7794151,22671024.6972033,117254198.151651,3246370.33987466,17446744.3976008,1508610.97272775,8916291.59414054,7.57138190125096,20.0386447084673,103.63956851174,2.86942750500727,15.4209664967677,1.33344300443181,7.88100237013619
Upper-middle-income countries,1961,8160660.03262619,21317850.9202702,113332227.720559,3160870.15010835,17478932.9928449,1404702.07561791,8993119.01854443,7.08062947117837,18.4965190174301,98.333162810882,2.7425416877981,15.1656664508865,1.21879540074957,7.80291585557308
Upper-middle-income countries,1962,8227449.50796234,21182259.7763964,112941865.096963,3126914.16359476,17952822.4604774,1346667.68065314,9212069.66196175,7.00531664859258,18.0357760838028,96.1651028208869,2.66243187852458,15.2860501847986,1.14662916062519,7.84367803272219
Upper-middle-income countries,1963,8579562.12850429,20970953.6529376,115661136.298566,3147619.53048162,18698050.1703434,1331529.91904385,9481997.98614728,7.1641407607935,17.5112507616882,96.5798310665894,2.62833802471972,15.6133216784657,1.11185951268368,7.91769641024351
Upper-middle-income countries,1964,9072376.17576673,21729524.8862072,118838754.497612,3160879.60709337,19624220.1162483,1314738.5965028,9677955.57325045,7.42176803931377,17.7761029950124,97.2174932867235,2.5857961342814,16.0538327372565,1.07553795240992,7.91716965521201
Upper-middle-income countries,1965,9578615.93500175,22530590.3754635,122179701.37416,3175126.64990785,20443152.3320111,1300687.17260984,10364574.619542,7.66733218854336,18.0349146458021,97.800388228275,2.54157290893988,16.3639967375407,1.04115257292389,8.29646340768115
Upper-middle-income countries,1966,10227088.4464218,23522273.3049543,127260411.083466,3222132.50218658,21608337.9969173,1351852.5139203,11031530.6963908,8.00020915545107,18.4004574945432,99.5503178847173,2.52053495763875,16.9032686460732,1.0574957785242,8.62948955005695
Upper-middle-income countries,1967,10408339.4271644,23518481.255444,127969321.309922,3216663.71996484,22154582.6142359,1355180.76629303,11392498.0346482,7.94905674565856,17.9615339583677,97.7327270996883,2.45663034152871,16.9198973197706,1.03497862336942,8.70067833451635
Upper-middle-income countries,1968,10972554.0514619,24497583.4353866,132937454.840734,3259325.84920446,23566059.8244737,1404919.28422101,12130425.0120507,8.17774486857597,18.257826417775,99.0770775943936,2.42914595028108,17.5635703317833,1.0470735813574,9.04069557832133
Upper-middle-income countries,1969,11783910.1574696,26031304.4778445,140569504.528529,3328203.84650223,25088026.9627043,1474652.15113202,12521533.5539659,8.57236755694237,18.9368305586845,102.259219903504,2.4211476747013,18.2506303534958,1.07275599433575,9.10896184431127
Upper-middle-income countries,1970,13117552.0574683,28707797.1401804,151480324.323669,3430051.12665154,27182709.3768884,1572300.03711823,13614300.0772993,9.3207073005877,20.398392414683,107.634698809155,2.4372308520299,19.3147377368073,1.11720146948749,9.67367276813128
Upper-middle-income countries,1971,13921696.9490466,30149725.9117952,159844282.662973,3492068.48009498,28660332.613496,1660777.28614219,14030184.9906104,9.66943403325209,20.9407507498358,111.021217633097,2.4254461170547,19.90627985881,1.1535071098768,9.74478533310712
Upper-middle-income countries,1972,14750991.7871996,31559726.3421027,165987771.214601,3550700.02786967,29335306.2732483,1729078.61555367,14398623.6993468,10.0219219777915,21.4418880848046,112.773196296115,2.41236922636831,19.9306022880598,1.17474751722009,9.78252075414033
Upper-middle-income countries,1973,15838053.2007967,33273361.5822285,172267394.936916,3588665.37261348,30626488.6301683,1769304.29283518,14714543.3766364,10.5350336566865,22.1325171531969,114.587492578875,2.38708065970928,20.3718906872165,1.17689213678111,9.78770608674555
Upper-middle-income countries,1974,16687036.3025923,34740043.3655293,176700650.095519,3626217.19209185,31299023.5642059,1794520.73486859,15099939.4679929,10.8786037536484,22.6477104325258,115.194593008862,2.36400156637201,20.4044426497836,1.16988299469982,9.84394443672736
Upper-middle-income countries,1975,17890163.5368979,37014517.2740417,185936745.350417,3725745.25554196,32441934.4948345,1904844.72127894,15550154.1267359,11.4434283112066,23.6763053633249,118.934285393655,2.38316987151507,20.7514565701322,1.21843235065897,9.94664322718492
Upper-middle-income countries,1976,18760073.854399,38647609.8445369,189189349.406827,3749415.92895058,33298286.8133018,1946393.28181725,15828358.9232385,11.7876802484879,24.2837885794832,118.874988154921,2.3559030967617,20.9226019483716,1.22299420684247,9.94557032629623
Upper-middle-income countries,1977,19733259.8778048,40363966.4399624,195896358.28217,3810831.09362731,34117762.6968653,2034307.45385666,16186277.3393407,12.1925999014868,24.9397056688564,121.03858832667,2.35460025887584,21.0803604002922,1.25693864141447,10.0010238913976
Upper-middle-income countries,1978,20930283.7529373,42588789.8152361,204144716.006712,3874924.51798721,35635985.8711333,2116164.07589171,16448052.2952075,12.7263649916343,25.8955153278622,124.127326589653,2.35609341531347,21.66796056786,1.28670383688435,10.0010071235142
Upper-middle-income countries,1979,21625277.1302127,43636837.3792673,208482637.437781,3884138.21508034,36775154.4736126,2119504.97565864,16834413.0484047,12.9446407311963,26.1205060688486,124.795295064863,2.32500020424157,22.0131820567554,1.2687111602169,10.0768849120418
Upper-middle-income countries,1980,22217826.0961506,44019417.2442342,213380771.003915,3867784.37574142,36985409.1515401,2077000.61633649,17143088.7421499,13.0940418565944,25.9427762826336,125.755631303718,2.27947281111425,21.7972943625407,1.22407713917584,10.1032531522026
Upper-middle-income countries,1981,22441920.6110002,43887059.2629534,215288489.278968,3874558.53133767,36308840.6496894,2060837.08128873,17383293.9274466,13.023734328599,25.4690055370759,124.938508471524,2.24852506286892,21.0711330192124,1.19596691862789,10.0880582277812
Upper-middle-income countries,1982,22954301.0770574,44024508.1667906,219460043.127151,3914749.80152534,37156724.5254364,2083318.96637323,17604837.6276233,13.119177949728,25.1615309414343,125.42901432611,2.23741507539105,21.2363547660111,1.19068893250735,10.0617743418771
Upper-middle-income countries,1983,23174477.0430163,44908266.6885676,221678029.618092,3943781.96967657,37349484.409187,2095021.54877526,17805717.3251529,13.0423128396433,25.273824395314,124.757689530092,2.21951235941123,21.0198339820054,1.1790525583038,10.0208403951399
Upper-middle-income countries,1984,23841585.0870392,46263204.8735441,229779742.213026,4010683.3108669,38432578.5583771,2151544.21256165,18223409.0127109,13.2058364280346,25.6251551214519,127.274830052753,2.22151453330798,21.2877769702243,1.19173875541603,10.0939328364479
Upper-middle-income countries,1985,24176306.2936839,47273279.0377728,238225806.414727,4027578.1854435,38536537.1231104,2170547.04955409,18419431.9708992,13.1709494963659,25.7538915651802,129.782441821526,2.19417425593255,20.9942237680005,1.18248690357764,10.0346763187659
Upper-middle-income countries,1986,25380727.2585167,47994731.728857,245147347.974171,4073671.9537239,39639343.2812234,2258709.27406924,18727433.8641483,13.5887030153239,25.6961177321953,131.250553724676,2.18102175706701,21.2226883053666,1.20930063235227,10.0265660013205
Upper-middle-income countries,1987,26681920.9441461,49765709.394047,253347586.938577,4163396.12305038,40656123.866771,2331948.70516618,19091560.1213153,14.031279462114,26.1704012091163,133.228443365406,2.1894141218801,21.3799237699242,1.22630690803693,10.0397200033193
Upper-middle-income countries,1988,27462719.0361668,50136054.5897174,261659400.778697,4192184.72233296,41827015.5366495,2382139.85483838,19227423.7144772,14.1867415437043,25.8993746230544,135.168491016469,2.16560643834576,21.6070760575998,1.23057015574618,9.93253764965338
Upper-middle-income countries,1989,28257869.3753109,50178608.1736491,267629413.856988,4222390.50797211,42786309.689283,2417934.09032504,19488375.635415,14.3537877706713,25.4885845350223,135.944283578885,2.14479359471035,21.7336134091825,1.22820699306934,9.89926042018834
Upper-middle-income countries,1990,29482790.2547745,52042976.3105012,266263106.329244,4348288.95477628,42452864.0809573,2503413.02721569,19600735.5378025,14.7489221734483,26.0347748854569,133.199530945842,2.17525460878909,21.2372703858524,1.25234564257097,9.80537189632434
Upper-middle-income countries,1991,29865760.8796224,52091854.480909,274253649.894756,4332685.53701049,42611154.3749124,2463494.75895603,19508150.4129794,14.7392889150955,25.7082649396387,135.349097520444,2.13825805964401,21.0293693125394,1.21577886930218,9.62762228945023
Upper-middle-income countries,1992,30323278.2822806,50576783.5439248,278124224.497894,4297181.9579048,43145662.9199743,2413067.81035776,19430370.666832,14.7854950240313,24.6610137089692,135.612129371221,2.09528672541602,21.037632490567,1.17660108417576,9.47416193378422
Upper-middle-income countries,1993,31373510.7008605,50658171.25399,285386292.878503,4317235.74640098,44030218.7642257,2468087.78106734,19408474.9319785,15.1315786234973,24.4326530288915,137.643031726158,2.08222129667649,21.2359631471652,1.1903693107539,9.36079061076684
Upper-middle-income countries,1994,30863654.2235919,49962188.1904561,281986935.829735,4308374.56798686,43198515.3934924,2567752.94006009,19347656.7946766,14.7342118145686,23.8517920847755,134.619679554359,2.05680451839352,20.6228358855864,1.22583720748812,9.23651072757408
Upper-middle-income countries,1995,31770916.1698453,51189951.8516289,287261120.121826,4430057.30269968,44288220.5583234,2763589.46377948,19150989.6751183,15.0180632665028,24.1974116014527,135.787890186519,2.09408128146216,20.9349738216558,1.30634449405879,9.05264339937571
Upper-middle-income countries,1996,33872738.6441722,50720114.7548223,282690013.884028,4319218.84012007,45284024.6048729,2701145.20511613,19005822.9843319,15.8581360531306,23.7455402960384,132.346449695929,2.02212052380517,21.2005362412862,1.26459004723442,8.89792023766897
Upper-middle-income countries,1997,32262502.2035267,50737058.5146707,287960763.415375,4372707.15793816,45935703.8080855,2683273.73403837,18959343.2277059,14.9645699994461,23.5337686742036,133.567104437184,2.02822713313574,21.3067185791552,1.24460394818053,8.79406120097888
Upper-middle-income countries,1998,32410311.0689036,48629635.8435376,280547881.815315,4217028.22423775,45735941.3128562,2463801.79999441,18930525.5860052,14.899004492692,22.3550203319709,128.967727051285,1.938565857179,21.0247903406128,1.13260850872978,8.70235355517842
Upper-middle-income countries,1999,32198026.9331665,45510342.66781,277409318.339548,4195689.54541664,45851093.7514484,2360089.69416324,18907856.2763686,14.6745632795724,20.7417803811409,126.431989288245,1.9122262324787,20.897080994741,1.07563378446615,8.61743901216569
Upper-middle-income countries,2000,33956282.2724396,46454270.7616926,278162416.015384,4118774.14348598,46497392.6056316,2299341.28224156,19003830.3778643,15.3487833707776,20.9980743135529,125.733866595211,1.86175187184249,21.0175660775764,1.03933908174796,8.59003566246081
Upper-middle-income countries,2001,34530514.3044733,47601119.5198215,272677911.104857,4098053.32791621,46085574.4415535,2336948.61886347,19020722.7258642,15.485035722254,21.3464829884745,122.281039804301,1.83775143384596,20.6668444094272,1.04799287161167,8.52974758140046
Upper-middle-income countries,2002,35561307.5543883,48387488.3323065,270144188.285585,4147578.95857897,46730873.5227925,2359289.74266644,19686245.5291723,15.8252608413911,21.5330840449939,120.217802392862,1.84572850082612,20.7958681416086,1.04991571305447,8.7606444169789
Upper-middle-income countries,2003,38112525.7912557,52473980.3237564,278307389.980432,4218301.32724088,47685342.581879,2445000.82047391,19829535.1576308,16.8342562951521,23.17769329787,122.928035717863,1.86321856656496,21.0625578305193,1.07995388915312,8.75868156536281
Upper-middle-income countries,2004,41374534.5784307,57217126.7566018,288541555.066267,4299463.37837371,49546442.8963932,2566621.76164616,20037010.3874763,18.1418180520183,25.088444224305,126.51908827,1.88521957108454,21.7250190560372,1.12540685913623,8.78578576072968
Upper-middle-income countries,2005,43304843.7685784,61347622.6594552,292695455.760082,4353894.72389904,49997916.5037682,2641866.15670245,20294666.4078053,18.8518867564076,26.7064451572974,127.419039209371,1.8953798961358,21.7655804284247,1.15008293016583,8.83487202779427
Upper-middle-income countries,2006,45424213.3356093,61758562.4102985,294535920.554025,4436680.12842144,50515387.0579006,2698071.7734053,20848534.1008272,19.6346937243077,26.6952439840968,127.313654243336,1.91776255607683,21.8353622531354,1.16624612793203,9.01181444015502
Upper-middle-income countries,2007,46909156.7243136,61175982.5299596,290125051.920266,4432680.15418452,50036724.8394218,2724525.87637601,21170560.1783307,20.1348538909431,26.2586146477706,124.530602092215,1.90264275638808,21.4773023898955,1.16945036478328,9.08705604079147
Upper-middle-income countries,2008,47732369.8145756,59731909.0201965,282600652.227841,4378902.00802473,50661595.3655377,2710904.60022725,21362148.751071,20.3448129475621,25.4593375677236,120.45195808985,1.86640517986106,21.5933272397929,1.15546006252276,9.10511927622388
Upper-middle-income countries,2009,46847430.9657319,55981214.2788422,279085004.886754,4387664.75620057,50449834.7764739,2676388.18102729,21393847.3078037,19.8254877089042,23.6908375280292,118.106718342124,1.85682740550867,21.349998466487,1.13262776407155,9.05371859467148
Upper-middle-income countries,2010,47836046.7908322,52897838.9765578,280821505.835296,4450408.72386144,52538411.9366764,2695027.8165718,21583740.1581758,20.0959850248409,22.2224504580735,117.973477210515,1.86962245145812,22.0714546945112,1.13218466568053,9.0673571103264
Upper-middle-income countries,2011,50550810.3272699,54771730.3637621,279336053.259184,4357186.97027242,53373047.3206152,2671001.00606901,22145455.736928,21.0770013285627,22.8369006583844,116.468288590088,1.81671539915328,22.2537241639268,1.11366546627126,9.23347809791811
Upper-middle-income countries,2012,51350179.4204811,54312730.6086512,279662844.600531,4333084.03187465,55438791.1708147,2678601.28276345,22349923.2291725,21.2463149659392,22.4720808027276,115.711472631846,1.79282855783697,22.9379922687527,1.10828057786809,9.2473583101477
Upper-middle-income countries,2013,50243033.9073888,50826951.5598777,277935031.315221,4283308.15402115,55842921.9842668,2597913.97778743,22441931.098547,20.6279369722446,20.8676720279486,114.109874792137,1.75856837779169,22.9270445164743,1.0666076792236,9.21382934576737
Upper-middle-income countries,2014,48058197.8357311,45924652.2847217,265769819.460976,4228734.09412889,56764577.5381687,2478760.24463674,22539743.5140741,19.5804314435462,18.7111574325644,108.28303939958,1.72292016246842,23.127686200534,1.00992540754434,9.18340517347299
Upper-middle-income countries,2015,45923747.5088114,41994948.970095,253258935.090416,4092521.0385054,55917495.1877211,2319607.60605764,22424599.2638769,18.5717068187821,16.9828884280987,102.41870376179,1.65502828056959,22.6132095702286,0.938056555294272,9.06857792860856
Upper-middle-income countries,2016,44520039.5352188,38336380.5483109,239708940.404634,4057882.1192151,55749098.6196019,2223110.2580709,22388206.1614188,17.8740111890973,15.3913810954264,96.2389146022583,1.62916814899751,22.3822804946203,0.892539585368563,8.9884701723244
Upper-middle-income countries,2017,43758670.6295574,34845588.6694609,233343506.326728,4017523.7045669,55678384.6502428,2212303.33838714,22402730.9892839,17.4454371426106,13.8920245538659,93.0279511167239,1.60168159243915,22.1975152728201,0.881987461569529,8.93138273337712
Upper-middle-income countries,2018,43104996.7598736,34440788.1691009,228727508.075639,3976341.73041581,54954995.6212255,2186240.54749506,22521170.1832591,17.0703021431365,13.6391301307695,90.5799319055396,1.57469805973276,21.7631005694063,0.865787948232901,8.91876136279187
Upper-middle-income countries,2019,42596206.3634107,34162118.3420025,225044266.83764,3941263.05928496,54299553.9537369,2163504.89988601,22630968.2767985,16.7640018944988,13.4447141071548,88.5675706288464,1.55110858532523,21.3699271147489,0.851460806885398,8.90655829370942
Uruguay,1750,64.2317997715631,8.3724459752873,4033.81915851241,184.020189668529,355.017119399866,46.0458818748744,560.777797019887,1.67235471181949,0.217987033307834,105.025493608426,4.7911942738109,9.24331179441434,1.19886174429479,14.6005466835005
Uruguay,1760,67.5665176770963,8.7212947564676,4198.38616953474,191.514826740494,368.836498629243,47.8840715776233,589.472334030666,1.67119756807065,0.215713449331378,103.843338351094,4.73694847243369,9.12284191514329,1.18436981394072,14.5800725706324
